조사지번호,조사지명,설치일,수거일,수령,수고,수관올폐도,관목피복도,피복도초본율,낙엽피복도,암반피복도,고사목피복도,낙엽층두께,위도,경도,임종명,주요수종명,임상명,해발고도,방향,경사,강수량,일사량,한랭지수,온량지수,평균온도,최저온도,최고온도,식생지수,강,목,과,개체수,
284,충남 서산시 팔봉면 금학리 팔봉산 입구,20090704,20090723,60-70년,15m정도,60,52,26,94,7,11,9,36 48 51.3,126 22 06.0,자연림,소나무,,115,5,18,1192,13,-18,94,11,-8,30,4331,곤충,파리,,8,
284,충남 서산시 팔봉면 금학리 팔봉산 입구,20090704,20090723,60-70년,15m정도,60,52,26,94,7,11,9,36 48 51.3,126 22 06.0,자연림,소나무,,115,5,18,1192,13,-18,94,11,-8,30,4331,노래기,곰보노래기,,1,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,갑각,등각,쥐며느리,27,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,거미,거미,,56,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,노린재,,6,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,돌좀,,2,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,딱정벌레,딱정벌레,12,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,딱정벌레,반날개,5,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,딱정벌레,,22,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,매미,,1,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,메뚜기,곱등이,3,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,메뚜기,메뚜기,1,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,바퀴,,1,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,벌,개미,69,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,벌,,4,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,유충,,1,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,톡토기,,29,
283,충남 서산시 음암면 도당리 잔대산,20090704,20090722,50-60년,10-12m정도,68,32,6,88,4,2,8,36 49 28,126 32 17.7,자연림,소나무림,,88,4,13,1223,15,-18,96,11,-8,30,3807,곤충,파리,,19,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,갑각,등각,쥐며느리,159,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,갑각,등각,,39,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,거미,거미,,63,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,거미,응애,,18,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,노린재,,5,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,돌좀,,11,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,딱정벌레,딱정벌레,15,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,딱정벌레,반날개,17,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,딱정벌레,,6,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,매미,,28,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,메뚜기,곱등이,24,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,메뚜기,귀뚜라미,1,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,벌,개미,62,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,벌,,5,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,유충,,4,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,집게벌레,,2,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,톡토기,,26,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,곤충,파리,,46,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,노래기,곰보노래기,,6,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,없음,,,0,
282,충남 서산시 대산읍 영탑리,20090702,20090723,20-30년,10-12m,78,38,11,100,5,0,3,36 55 39.2,126 27 0.8,자연림,소나무림,,68,5,14,1123,12,-16,100,12,-7,30,4816,지네,돌지네,,2,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,갑각,등각,쥐며느리,78,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,갑각,등각,,23,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,거미,거미,,94,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,노린재,,2,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,딱정벌레,딱정벌레,3,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,딱정벌레,반날개,4,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,딱정벌레,,3,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,매미,,10,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,메뚜기,곱등이,36,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,벌,개미,718,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,벌,,5,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,유충,,3,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,톡토기,,263,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,곤충,파리,,31,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,노래기,곰보노래기,,551,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,노래기,띠노래기,,4,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,지네,돌지네,,1,
281,충남 당진군 고대면 진관리,20090702,20090722,30-40년,10-15년,86,22,34,100,0,8,11,36 55 2.4,126 35 37.3,자연림,상수리나무림 밤나무,,31,5,23,1223,13,-16,100,12,-7,30,4150,지네,땅지네,,1,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,갑각,등각,쥐며느리,3,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,거미,거미,,13,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,거미,응애,,1,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,노린재,,2,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,딱정벌레,딱정벌레,1,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,딱정벌레,반날개,8,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,딱정벌레,,2,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,메뚜기,곱등이,7,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,메뚜기,귀뚜라미,11,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,벌,개미,21,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,벌,,7,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,유충,,2,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,집게벌레,,1,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,톡토기,,2,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,곤충,파리,,15,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,노래기,곰보노래기,,1,
280,충남 당진군 순성면 관천리,20090702,20090722,60-70년,15m이상,62,22,4,98,0,10,2,36 50 23.1,126 42 34.9,자연림,소나무,,21,1,5,1214,14,-19,96,11,-8,30,3017,노래기,띠노래기,,2,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,갑각,등각,쥐며느리,42,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,거미,거미,,23,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,나비,,1,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,노린재,,23,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,돌좀,,6,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,딱정벌레,딱정벌레,18,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,딱정벌레,반날개,5,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,딱정벌레,,4,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,메뚜기,곱등이,16,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,메뚜기,땅강아지,1,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,벌,개미,116,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,벌,,15,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,유충,,1,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,톡토기,,3,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,파리,각다귀,1,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,곤충,파리,,24,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,노래기,각시노래기,,1,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,노래기,곰보노래기,,1,
279,전남 장성군 삼서면 유평리 상무대 남문,20090626,20090711,40-50년,10-12m,82,22,42,90,0,3,9,35 14 37.2,126 37 17.1,자연림,소나무 상수리나무,,67,3,3,1330,14,-12,104,12,-6,31,4117,지네,돌지네,,1,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,갑각,등각,쥐며느리,21,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,거미,거미,,36,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,거미,장님거미,,3,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,곤충,노린재,,12,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,곤충,돌좀,,5,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,곤충,딱정벌레,딱정벌레,13,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,곤충,딱정벌레,반날개,8,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,곤충,딱정벌레,쇠똥구리,8,
278,전남 함평군 대동면 향교리 향교초등학교,20090626,20090711,40-60년,15m정도,64,52,36,100,0,15,7,35 03 55.7,126 32 6.8,자연림,밤나무 리기다소나무,,14,3,2,1219,14,-8,112,13,-4,31,3050,곤충,딱정벌레,,22,
